Date,Open,High,Low,Close,Adj Close,Volume
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,188.35833740234375,52280100
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,188.65576171875,53068000
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,189.64720153808594,49889100
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,190.5989532470703,75158300
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,192.36367797851562,50080500
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,192.680908203125,47471400
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,194.18785095214844,54156800
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,192.80979919433594,41181800
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,195.19911193847656,53103900
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,191.4614715576172,97010200
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,205.37098693847656,172373300
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,211.24017333984375,198134300
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,212.40011596679688,97862700
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,210.6651153564453,70122700
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,214.80923461914062,93728300
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,212.4496612548828,79943300
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,207.8792724609375,86172500
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,205.7080535888672,241805100
2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,206.3524932861328,80727000
2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,207.27450561523438,55549700
2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,211.41859436035156,66213200
2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,212.26132202148438,49772700
2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,208.81114196777344,82542700
2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,214.88853454589844,60402900
2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,218.3783416748047,58046200
2024-07-03,220.0,221.5500030517578,219.02999877929688,221.5500030517578,219.64732360839844,37369800
2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,224.39617919921875,60412400
2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,225.8634796142578,59085900
2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,226.716064453125,48076100
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,230.97914123535156,62627700
2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,225.61563110351562,64710600
2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,228.5601043701172,53046500
2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,232.386962890625,62631300
2024-07-16,235.0,236.27000427246094,232.3300018310547,234.82000732421875,232.80335998535156,43234300
2024-07-17,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,226.91436767578125,57345900
2024-07-18,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,222.2547149658203,66034600
2024-07-19,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,222.3835906982422,49151500
2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,222.03662109375,48201800
2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,223.07762145996094,39960300
2024-07-24,224.0,224.8000030517578,217.1300048828125,218.5399932861328,216.66314697265625,61777600
2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,215.6221923828125,51391200
2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,216.08816528320312,41601300
2024-07-29,216.9600067138672,219.3000030517578,215.75,218.24000549316406,216.36575317382812,36311800
2024-07-30,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,216.9209442138672,41643800
2024-07-31,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,220.17274475097656,50036300
2024-08-01,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,216.48468017578125,62501000
2024-08-02,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,217.97181701660156,105568600
2024-08-05,199.08999633789062,213.5,196.0,209.27000427246094,207.4727783203125,119548600
2024-08-06,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,205.45028686523438,69660500
2024-08-07,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,208.01806640625,63516400
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,211.4780731201172,47161100
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,214.38294982910156,42201600
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,215.91148376464844,38028100
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,219.62364196777344,44155300
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,220.07029724121094,41960600
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,223.0479736328125,46414000
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,224.36807250976562,44340200
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,224.20925903320312,40687800
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,224.8246612548828,30299000
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,224.71546936035156,34765500
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,222.85935974121094,43695300
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,225.15220642089844,38677300
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,225.48963928222656,30602200
2024-08-27,226.0,228.85000610351562,224.88999938964844,228.02999877929688,226.33335876464844,35934600
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,224.8048095703125,38052200
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,228.08026123046875,51906300
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229.0,227.29611206054688,52990800
2024-09-03,228.5500030517578,229.0,221.1699981689453,222.77000427246094,221.11248779296875,50190600
2024-09-04,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,219.20675659179688,43840200
2024-09-05,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,220.72537231445312,36615400
2024-09-06,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,219.17698669433594,48423000
2024-09-09,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,219.26632690429688,67180000
2024-09-10,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,218.47227478027344,51591000
2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,221.0032958984375,44587100
2024-09-12,222.5,223.5500030517578,219.82000732421875,222.77000427246094,221.11248779296875,37455600
2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,222.5,220.84446716308594,36766600
2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,214.71046447753906,59357400
2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,215.1769561767578,45519300
2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,219.04795837402344,59894900
2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,227.16709899902344,66781300
2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,226.50205993652344,318679900
2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,224.78494262695312,54146000
2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,225.67825317382812,43556100
2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,224.68568420410156,42308700
2024-09-26,227.3000030517578,228.5,225.41000366210938,227.52000427246094,225.8271484375,36636700
2024-09-27,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,226.09512329101562,34026000
2024-09-30,230.0399932861328,233.0,229.64999389648438,233.0,231.266357421875,54541900
2024-10-01,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,224.52688598632812,63285000
2024-10-02,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,225.09263610839844,32880600
2024-10-03,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,223.99090576171875,34044200
2024-10-04,227.89999389648438,228.0,224.1300048828125,226.8000030517578,225.1125030517578,37245100
2024-10-07,224.5,225.69000244140625,221.3300018310547,221.69000244140625,220.04054260253906,39505400
2024-10-08,224.3000030517578,225.97999572753906,223.25,225.77000427246094,224.0901641845703,31855700
2024-10-09,225.22999572753906,229.75,224.8300018310547,229.5399932861328,227.83209228515625,33591100
2024-10-10,227.77999877929688,229.5,227.1699981689453,229.0399932861328,227.3358154296875,28183500
2024-10-11,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,225.85691833496094,31759200
2024-10-14,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,229.5790252685547,39882100
2024-10-15,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,232.1100311279297,64751400
2024-10-16,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,230.05543518066406,34082200
2024-10-17,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,230.42269897460938,32993800
2024-10-18,236.17999267578125,236.17999267578125,234.00999450683594,235.0,233.25149536132812,46431500
2024-10-21,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,234.72047424316406,36254500
2024-10-22,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,234.10508728027344,38846600
2024-10-23,234.0800018310547,235.13999938964844,227.75999450683594,230.75999450683594,229.0430145263672,52287000
2024-10-24,229.97999572753906,230.82000732421875,228.41000366210938,230.57000732421875,228.85443115234375,31109500
2024-10-25,229.74000549316406,233.22000122070312,229.57000732421875,231.41000366210938,229.68817138671875,38802300
2024-10-28,233.32000732421875,234.72999572753906,232.5500030517578,233.39999389648438,231.6634063720703,36087100
2024-10-29,233.10000610351562,234.3300018310547,232.32000732421875,233.6699981689453,231.931396484375,35417200
2024-10-30,232.61000061035156,233.47000122070312,229.5500030517578,230.10000610351562,228.387939453125,47070900
2024-10-31,229.33999633789062,229.8300018310547,225.3699951171875,225.91000366210938,224.22911071777344,64370100
2024-11-01,220.97000122070312,225.35000610351562,220.27000427246094,222.91000366210938,221.25144958496094,65276700
2024-11-04,220.99000549316406,222.7899932861328,219.7100067138672,222.00999450683594,220.35812377929688,44944500
2024-11-05,221.8000030517578,223.9499969482422,221.13999938964844,223.4499969482422,221.78741455078125,28111300
2024-11-06,222.61000061035156,226.07000732421875,221.19000244140625,222.72000122070312,221.06285095214844,54561100
2024-11-07,224.6300048828125,227.8800048828125,224.57000732421875,227.47999572753906,225.7874298095703,42137700
2024-11-08,227.1699981689453,228.66000366210938,226.41000366210938,226.9600067138672,225.51914978027344,38328800
2024-11-11,225.0,225.6999969482422,221.5,224.22999572753906,222.8064727783203,42005600
2024-11-12,224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,222.8064727783203,40398300
2024-11-13,224.00999450683594,226.64999389648438,222.75999450683594,225.1199951171875,223.69082641601562,48566200
