time,id,mag,future_3h_mag_ge_5_5_event,future_3h_event_count,future_3h_max_mag,future_3h_first_event_time,future_3h_first_event_id
2021-07-06T06:29:46.952Z,us7000ej1c,4.5,0,0,,,
2021-07-06T14:19:00.804Z,us6000etrr,4.1,0,0,,,
2021-07-07T01:51:20.101Z,us7000ej95,4.2,0,0,,,
2021-07-07T13:49:43.507Z,us7000ejbn,4.3,0,0,,,
2021-07-07T16:24:35.799Z,us6000esxu,4.5,0,0,,,
2021-07-07T17:02:32.572Z,us6000esy0,4.6,0,0,,,
2021-07-07T19:03:53.981Z,us7000eljr,4.2,0,0,,,
2021-07-08T11:17:27.109Z,us6000et5j,5.2,0,0,,,
2021-07-09T07:47:14.982Z,us6000etjg,4.1,0,0,,,
2021-07-09T16:26:12.041Z,us6000ett6,4.3,0,0,,,
2021-07-09T20:23:44.792Z,us6000etvj,5.3,0,0,,,
2021-07-09T23:28:23.515Z,us6000etx6,4.4,0,0,,,
2021-07-12T13:48:29.406Z,us6000eum6,4.7,0,0,,,
2021-07-13T23:58:49.210Z,us7000elr8,4.5,0,0,,,
2021-07-15T11:12:09.170Z,us7000em4u,4.6,0,0,,,
2021-07-16T04:19:57.961Z,us7000emeg,5.4,0,0,,,
2021-07-16T04:30:02.295Z,us6000exze,4.2,0,0,,,
2021-07-16T04:54:55.074Z,us6000exzh,4.5,0,0,,,
2021-07-16T05:51:42.590Z,us6000exzm,4.4,0,0,,,
2021-07-16T06:01:49.156Z,us6000exzl,4.3,0,0,,,
2021-07-16T11:50:39.278Z,us6000exzv,4.3,0,0,,,
2021-07-16T22:52:19.196Z,us7000emqv,4.4,0,0,,,
2021-07-17T04:27:41.318Z,us7000emtd,4.2,0,0,,,
2021-07-17T09:07:51.407Z,us6000ey0w,4.2,0,0,,,
2021-07-17T11:49:59.304Z,us7000emw6,5.2,0,0,,,
2021-07-17T16:21:38.130Z,us7000emyn,4.3,0,0,,,
2021-07-18T05:35:50.918Z,us7000en3e,4.6,0,0,,,
2021-07-18T09:50:08.836Z,us7000en4v,4.6,0,0,,,
2021-07-18T10:11:06.691Z,us7000en4y,4.5,0,0,,,
2021-07-18T21:56:17.283Z,us6000eyb8,4.6,0,0,,,
2021-07-19T10:23:16.819Z,us7000ene1,4,0,0,,,
2021-07-19T23:41:23.404Z,us7000enkk,4.5,0,0,,,
2021-07-20T06:56:22.549Z,us7000enn6,4.3,0,0,,,
2021-07-23T08:06:13.324Z,us6000ezur,4.3,0,0,,,
2021-07-23T21:55:49.714Z,us6000eyip,4.4,0,0,,,
2021-07-26T02:16:15.813Z,us6000ez24,5.2,0,0,,,
2021-07-26T03:23:06.515Z,us6000ez2h,4.2,0,0,,,
2021-07-26T14:51:14.439Z,us6000ez7y,4.5,0,0,,,
2021-07-26T20:19:22.539Z,us6000ezai,4.6,0,0,,,
2021-07-27T04:39:18.530Z,us6000f1j0,4.6,0,0,,,
2021-07-27T05:37:51.134Z,us6000ezdw,4.4,0,0,,,
2021-07-27T16:52:30.841Z,us6000f1jg,4.6,0,0,,,
2021-07-28T18:19:52.455Z,us6000ezx7,4.5,0,0,,,
2021-07-29T07:17:15.436Z,us6000f2fk,4.6,0,0,,,
2021-07-30T04:05:12.738Z,us6000f0hr,4.5,0,0,,,
2021-07-30T09:59:22.412Z,us6000f2q5,4.2,0,0,,,
2021-07-31T04:09:45.731Z,us6000f0vt,4.7,0,0,,,
2021-07-31T05:26:05.128Z,us6000f0w6,5,0,0,,,
2021-07-31T12:02:18.587Z,us6000f2tq,4.3,0,0,,,
2021-08-01T13:50:29.962Z,us6000f18t,4.3,0,0,,,
2021-08-02T00:37:27.685Z,us6000f1cg,4.4,0,0,,,
2021-08-02T03:28:58.868Z,us6000f1d3,5.3,0,0,,,
2021-08-02T14:20:05.235Z,us6000f1hd,4.8,0,0,,,
2021-08-02T14:53:50.500Z,us6000f3vh,4.2,0,0,,,
2021-08-02T15:35:32.843Z,us6000f1i1,4.7,0,0,,,
2021-08-02T21:39:12.534Z,us6000f1ms,4.4,0,0,,,
2021-08-03T04:38:59.328Z,us6000f1rk,4.5,0,0,,,
2021-08-03T06:02:51.676Z,us6000f1rz,4.5,0,0,,,
2021-08-03T07:28:23.392Z,us6000f1sh,4.6,0,0,,,
2021-08-03T08:56:58.202Z,us6000f1sy,4,0,0,,,
2021-08-03T10:29:17.615Z,us6000f1te,5,0,0,,,
2021-08-03T10:39:58.793Z,us6000f473,4.4,0,0,,,
2021-08-03T10:47:39.958Z,us6000f1tm,4.5,0,0,,,
2021-08-03T11:16:45.780Z,us6000f1tr,4.6,0,0,,,
2021-08-03T11:23:51.685Z,us6000f475,4.3,0,0,,,
2021-08-03T12:37:52.955Z,us6000f1u5,4.5,0,0,,,
2021-08-03T13:20:20.812Z,us6000f1ud,4.7,0,0,,,
2021-08-03T20:33:34.791Z,us6000f1z7,5.8,0,0,,,
2021-08-03T20:37:17.770Z,us6000f481,4.9,0,0,,,
2021-08-03T20:39:02.843Z,us6000f47s,4.9,0,0,,,
2021-08-03T20:42:49.374Z,us6000f27d,4.7,0,0,,,
2021-08-03T20:43:10.211Z,us6000f1zc,5.2,0,0,,,
2021-08-03T20:50:08.603Z,us6000f47g,4.5,0,0,,,
2021-08-03T20:53:26.214Z,us6000f1zi,4.4,0,0,,,
2021-08-03T20:53:51.162Z,us6000f47p,4.5,0,0,,,
2021-08-03T20:58:41.016Z,us6000f47h,4.2,0,0,,,
2021-08-03T21:03:51.102Z,us6000f47t,4.1,0,0,,,
2021-08-03T21:04:32.049Z,us6000f47i,4.5,0,0,,,
2021-08-03T21:17:56.682Z,us6000f1zx,4.4,0,0,,,
2021-08-03T22:10:54.707Z,us6000f204,4.9,0,0,,,
2021-08-03T22:49:06.962Z,us6000f20f,4.5,0,0,,,
2021-08-04T00:53:32.886Z,us6000f21l,4.4,0,0,,,
2021-08-04T01:04:03.407Z,us6000f4im,4.3,0,0,,,
2021-08-04T01:09:58.047Z,us6000f21m,4.3,0,0,,,
2021-08-04T01:12:06.907Z,us6000f4ii,4.2,0,0,,,
2021-08-04T01:56:45.503Z,us6000f4id,4.3,0,0,,,
2021-08-04T02:11:28.784Z,us6000f4ik,4.2,0,0,,,
2021-08-04T02:32:51.988Z,us6000f4iu,4.1,0,0,,,
2021-08-04T02:56:24.909Z,us6000f21y,4.8,0,0,,,
2021-08-04T03:05:37.366Z,us6000f222,4.8,0,0,,,
2021-08-04T04:11:51.664Z,us6000f22i,4.6,0,0,,,
2021-08-04T04:40:25.422Z,us6000f22l,5.4,0,0,,,
2021-08-04T05:02:52.107Z,us6000f4iw,4.1,0,0,,,
2021-08-04T06:08:26.104Z,us6000f23i,4.8,0,0,,,
2021-08-04T06:14:54.893Z,us6000f23r,4.8,0,0,,,
2021-08-04T09:03:22.120Z,us6000f4j7,4.5,0,0,,,
2021-08-04T09:20:48.798Z,us6000f4j4,4.2,0,0,,,
2021-08-04T09:26:41.802Z,us6000f24s,4.8,0,0,,,
2021-08-04T10:28:27.213Z,us6000f253,4.4,0,0,,,
2021-08-04T11:57:38.853Z,us6000f25y,4.2,0,0,,,
2021-08-04T14:23:56.421Z,us6000f26r,4.3,0,0,,,
2021-08-04T14:49:38.771Z,us6000f26y,4.4,0,0,,,
2021-08-05T21:10:12.831Z,us6000f2kz,4.5,0,0,,,
2021-08-06T01:18:53.923Z,us6000f5lr,4.2,0,0,,,
2021-08-06T16:30:50.201Z,us6000f5ml,4.5,0,0,,,
2021-08-08T06:16:01.899Z,us6000f7ik,4,0,0,,,
2021-08-08T09:37:32.001Z,us6000f3bu,4.4,0,0,,,
2021-08-09T16:15:09.536Z,us6000f7za,4.4,0,0,,,
2021-08-10T12:08:44.988Z,us6000f3u7,5,0,0,,,
2021-08-10T23:28:26.388Z,us6000f3zy,4.3,0,0,,,
2021-08-12T08:39:19.282Z,us6000f4fx,4.4,0,0,,,
2021-08-12T11:36:11.153Z,us6000f4h2,4.6,0,0,,,
2021-08-13T00:48:50.347Z,us7000f31a,4.5,0,0,,,
2021-08-13T05:36:28.472Z,us7000f32b,4.5,0,0,,,
2021-08-14T05:26:39.184Z,us7000f3s8,4.4,0,0,,,
2021-08-15T20:03:13.658Z,us6000f6pd,4.3,0,0,,,
2021-08-16T04:16:14.858Z,us7000f4mu,4.2,0,0,,,
2021-08-16T12:32:33.248Z,us6000f6ye,4.3,0,0,,,
2021-08-17T07:59:45.987Z,us6000f7gh,4.8,0,0,,,
2021-08-17T16:31:03.796Z,us7000f4tq,4.5,0,0,,,
2021-08-19T23:30:13.777Z,us6000f8jm,4.3,0,0,,,
2021-08-20T18:58:12.632Z,us6000f929,4.3,0,0,,,
2021-08-20T20:54:14.711Z,us7000f6b5,4.4,0,0,,,
2021-08-21T03:26:08.910Z,us6000f982,4.2,0,0,,,
2021-08-21T05:34:55.449Z,us6000f98m,4.4,0,0,,,
2021-08-21T16:01:24.366Z,us6000f9cq,4.2,0,0,,,
2021-08-21T19:45:16.660Z,us6000f9e6,4.7,0,0,,,
2021-08-21T21:55:39.639Z,us6000f9f6,5.2,0,0,,,
2021-08-22T02:24:35.187Z,us6000f9i3,5.3,0,0,,,
2021-08-22T19:16:58.623Z,us6000f9rt,4.4,0,0,,,
2021-08-23T01:24:22.465Z,us6000f9wd,4.7,0,0,,,
2021-08-23T21:18:50.329Z,us7000f73g,4.2,0,0,,,
2021-08-23T23:49:36.856Z,us7000f2tw,4.3,0,0,,,
2021-08-24T03:50:40.748Z,us7000f2w5,4.5,0,0,,,
2021-08-24T10:20:20.261Z,us7000f2yu,4.2,0,0,,,
2021-08-25T07:14:02.460Z,us7000f3jw,4.3,0,0,,,
2021-08-26T02:46:39.621Z,us7000f7hy,4.5,0,0,,,
2021-08-26T20:46:07.717Z,us7000f4eg,4.8,0,0,,,
2021-08-26T20:49:04.823Z,us7000f4ej,5,0,0,,,
2021-08-27T02:30:56.273Z,us7000f8lf,4.2,0,0,,,
2021-08-27T04:04:11.763Z,us7000f4hr,4.3,0,0,,,
2021-08-29T02:17:53.053Z,us7000f5cp,4.5,0,0,,,
2021-08-31T00:34:28.163Z,us7000f5zc,4.3,0,0,,,
2021-08-31T17:55:12.505Z,us7000f6c7,4,0,0,,,
2021-08-31T20:21:10.397Z,us7000f9dw,3.9,0,0,,,
2021-09-01T08:16:41.821Z,us7000f6ky,4.3,0,0,,,
2021-09-01T19:17:07.386Z,us7000f6va,4.6,0,0,,,
2021-09-01T23:46:06.747Z,us7000f6xd,4.2,0,0,,,
2021-09-02T19:03:48.545Z,us7000f775,4.4,0,0,,,
2021-09-05T05:48:59.275Z,us7000f85x,4.6,0,0,,,
2021-09-05T17:03:55.798Z,us7000f8ax,4.3,0,0,,,
2021-09-06T01:22:11.860Z,us7000fb1c,4.4,0,0,,,
2021-09-06T14:50:02.419Z,us7000f8ks,4.7,0,0,,,
2021-09-06T20:59:21.975Z,us7000f8p7,4.6,0,0,,,
2021-09-07T13:25:10.499Z,us7000f8ul,4.5,0,0,,,
2021-09-07T18:41:23.076Z,us7000f904,4.5,0,0,,,
2021-09-08T02:31:57.426Z,us7000fbft,4.6,0,0,,,
2021-09-08T15:49:48.549Z,us7000fbg3,4.6,0,0,,,
2021-09-08T22:16:55.893Z,us7000fbgl,4.2,0,0,,,
2021-09-09T20:49:26.204Z,us7000f9u3,4.2,0,0,,,
2021-09-10T02:10:24.732Z,us7000f9w2,4.3,0,0,,,
2021-09-10T13:42:47.504Z,us7000fa0a,4.2,0,0,,,
2021-09-11T02:12:02.449Z,us7000fbv2,4.2,0,0,,,
2021-09-11T11:00:10.606Z,us7000faam,4.4,0,0,,,
2021-09-12T02:17:04.596Z,us7000faf4,4.5,0,0,,,
2021-09-12T16:36:10.229Z,us7000fakk,4.4,0,0,,,
2021-09-12T21:31:08.050Z,us7000fc3x,4.2,0,0,,,
2021-09-13T04:59:47.301Z,us7000fap6,4.9,0,0,,,
2021-09-13T22:46:06.357Z,us7000faw7,5.8,0,0,,,
2021-09-15T02:09:43.385Z,us7000fd67,4.4,0,0,,,
2021-09-15T13:47:33.527Z,us7000fbf7,4.7,0,0,,,
2021-09-16T04:08:29.148Z,us7000fdgr,4.6,0,0,,,
2021-09-16T06:56:49.633Z,us7000fdgn,4.2,0,0,,,
2021-09-16T09:42:29.509Z,us7000fbrh,4.9,0,0,,,
2021-09-17T03:16:11.342Z,us7000fc03,4.5,0,0,,,
2021-09-17T20:21:07.813Z,us7000fc8p,4.4,0,0,,,
2021-09-18T20:42:37.583Z,us7000fchw,4.6,0,0,,,
2021-09-18T23:07:51.007Z,us7000fcip,4.4,0,0,,,
2021-09-19T08:18:32.645Z,us7000fcly,5.1,0,0,,,
2021-09-19T10:04:17.724Z,us7000fcmn,4.2,0,0,,,
2021-09-19T16:11:51.710Z,us7000fduu,4.4,0,0,,,
2021-09-20T05:53:18.331Z,us7000fctk,4.3,0,0,,,
2021-09-21T02:12:49.848Z,us7000fe46,4.4,0,0,,,
2021-09-21T19:33:52.811Z,us7000fd80,4.5,0,0,,,
2021-09-24T04:44:15.824Z,us6000fq5s,4.5,0,0,,,
2021-09-24T09:36:31.860Z,us6000fq66,4.4,0,0,,,
2021-09-24T09:48:11.035Z,us6000fq61,4.5,0,0,,,
2021-09-25T21:46:37.948Z,us6000fqgg,4.5,0,0,,,
2021-09-27T10:58:49.791Z,us6000fqrb,4.6,0,0,,,
2021-09-27T11:26:38.310Z,us7000fetw,4.6,0,0,,,
2021-09-27T15:30:39.142Z,us6000fqr8,4.3,0,0,,,
2021-09-29T03:26:42.682Z,us6000frvr,4.5,0,0,,,
2021-09-29T08:37:05.619Z,us6000fq2d,6.1,0,0,,,
2021-09-30T03:52:24.728Z,us6000fqcl,4.4,0,0,,,
2021-09-30T07:43:35.827Z,us6000fs9w,4.2,0,0,,,
2021-09-30T08:45:31.183Z,us6000fqe1,4.6,0,0,,,
2021-10-01T07:14:30.711Z,us6000fscb,4.1,0,0,,,
2021-10-02T04:01:37.924Z,us6000fslh,4.8,0,0,,,
2021-10-03T01:34:15.395Z,us6000fr86,4.5,0,0,,,
2021-10-03T02:10:58.810Z,us6000fsnf,4.4,0,0,,,
2021-10-03T08:11:18.354Z,us6000fsny,4.6,0,0,,,
2021-10-03T08:49:38.546Z,us6000frae,4.6,0,0,,,
2021-10-04T21:06:32.940Z,us6000frpm,4.5,0,0,,,
2021-10-05T09:32:50.905Z,us6000ft0m,4.1,0,0,,,
2021-10-05T09:52:59.685Z,us6000ft0q,4.3,0,0,,,
2021-10-05T14:22:01.845Z,us6000frxj,4.4,0,0,,,
2021-10-05T17:46:02.970Z,us6000frzg,5.7,0,0,,,
2021-10-05T22:33:41.000Z,us6000ft14,4.4,0,0,,,
2021-10-06T02:55:31.465Z,us6000fs6r,4.5,0,0,,,
2021-10-06T08:12:53.588Z,us6000fs8m,5.4,0,0,,,
2021-10-07T13:41:24.528Z,us6000fsl6,5.9,0,0,,,
2021-10-07T14:24:43.451Z,us6000fu10,4.5,0,0,,,
2021-10-07T16:44:21.427Z,us6000fsq1,4,0,0,,,
2021-10-07T20:11:50.299Z,us6000fu1l,4.4,0,0,,,
2021-10-09T02:16:16.883Z,us6000ft5u,4.3,0,0,,,
2021-10-09T02:47:34.432Z,us6000ft5x,4.6,0,0,,,
2021-10-09T05:31:59.595Z,us6000ft6w,5,0,0,,,
2021-10-10T14:16:15.940Z,us6000ftih,4.9,0,0,,,
2021-10-12T03:19:00.597Z,us6000ftw3,4.9,0,0,,,
2021-10-12T11:30:36.759Z,us6000fuxk,4.1,0,0,,,
2021-10-13T04:58:34.798Z,us6000fu54,4.1,0,0,,,
2021-10-13T11:22:49.020Z,us6000fu75,4.3,0,0,,,
2021-10-13T17:00:49.084Z,us6000fvnm,4.6,0,0,,,
2021-10-16T02:02:13.456Z,us6000fv3a,4.9,0,0,,,
2021-10-16T15:30:53.689Z,us6000fv8v,4.5,0,0,,,
2021-10-17T15:49:31.360Z,us6000fvg0,4.8,0,0,,,
2021-10-18T02:01:23.240Z,us6000fvj4,4.6,0,0,,,
2021-10-19T07:00:35.421Z,us6000fwry,4.3,0,0,,,
2021-10-19T12:36:37.809Z,us6000fvv2,5.3,0,0,,,
2021-10-19T12:44:47.900Z,us6000fws7,4.3,0,0,,,
2021-10-19T15:18:17.640Z,us6000fvvz,4.5,0,0,,,
2021-10-19T22:10:47.878Z,us6000fw02,4.5,0,0,,,
2021-10-21T07:44:20.996Z,us6000fwd2,4.2,1,1,5.5,2021-10-21T08:36:47.973Z,us6000fwdc
2021-10-21T08:36:47.973Z,us6000fwdc,5.5,0,0,,,
2021-10-24T01:07:49.293Z,us7000fpr9,4.3,0,0,,,
2021-10-24T06:45:37.595Z,us6000fxcx,4.6,0,0,,,
2021-10-26T16:27:55.146Z,us6000fxn4,4.9,0,0,,,
2021-10-26T16:40:11.784Z,us6000fxn5,4.5,0,0,,,
2021-10-26T18:27:09.805Z,us7000fp0j,4.3,0,0,,,
2021-10-27T20:53:56.077Z,us7000fp9h,4.2,0,0,,,
2021-10-28T00:55:29.417Z,us7000fpay,4.4,0,0,,,
2021-10-28T14:47:54.451Z,us7000fr5e,4.3,0,0,,,
2021-10-28T23:59:21.957Z,us7000fpks,4.4,0,0,,,
2021-10-30T08:47:20.669Z,us7000fq1t,4.5,0,0,,,
2021-10-31T05:03:46.488Z,us7000frgg,4.1,0,0,,,
2021-10-31T14:02:49.390Z,us7000frh3,4.5,0,0,,,
2021-10-31T20:35:40.116Z,us7000fqbj,4.7,0,0,,,
2021-10-31T21:14:47.630Z,us7000fqbt,5.2,0,0,,,
2021-10-31T23:27:25.244Z,us7000fqce,4.2,0,0,,,
2021-11-02T04:33:46.997Z,us7000frs1,4.2,0,0,,,
2021-11-02T11:00:40.223Z,us7000frsc,4.5,0,0,,,
2021-11-02T15:00:11.748Z,us7000frsh,4.6,0,0,,,
2021-11-03T00:02:23.264Z,us7000fslw,4.5,0,0,,,
2021-11-03T02:35:56.019Z,us7000fr0l,4.6,0,0,,,
2021-11-03T15:58:11.558Z,us7000fsmh,4.3,0,0,,,
2021-11-05T04:55:56.390Z,us7000frlu,4.9,0,0,,,
2021-11-06T00:08:47.330Z,us7000frw9,4.3,0,0,,,
2021-11-06T19:40:59.298Z,us7000ft7k,4.5,0,0,,,
2021-11-07T05:11:24.805Z,us7000fs5c,4.4,0,0,,,
2021-11-07T05:52:33.455Z,us7000ft8y,4.5,0,0,,,
2021-11-07T12:44:30.631Z,us7000fs7h,4.4,0,0,,,
2021-11-07T18:08:31.636Z,us7000fs8w,4.4,0,0,,,
2021-11-07T19:22:19.524Z,us7000fs98,4.5,0,0,,,
2021-11-08T16:15:01.611Z,us7000fsf4,4.7,0,0,,,
2021-11-08T21:08:15.113Z,us7000ftke,4.1,0,0,,,
2021-11-10T13:08:57.911Z,us7000fsz1,4.3,0,0,,,
2021-11-11T03:21:27.905Z,us7000ft4j,4.5,0,0,,,
2021-11-11T22:06:48.941Z,us7000ftd4,4.5,0,0,,,
2021-11-12T02:13:51.906Z,us7000ftew,4.5,0,0,,,
2021-11-13T01:06:32.236Z,us7000fv4k,4.2,0,0,,,
2021-11-13T02:59:38.472Z,us7000fu4d,4.4,0,0,,,
2021-11-13T04:45:06.661Z,us7000ftrg,4.9,0,0,,,
2021-11-13T11:17:01.458Z,us7000ftt6,4.4,0,0,,,
2021-11-14T13:08:47.690Z,us7000fu1w,4.6,0,0,,,
2021-11-14T15:04:52.504Z,us7000fv7e,4.4,0,0,,,
2021-11-14T23:19:06.922Z,us7000fu4s,4.1,0,0,,,
2021-11-16T17:54:44.411Z,us7000funw,4.4,0,0,,,
2021-11-16T22:46:32.691Z,us7000fvii,4.2,0,0,,,
2021-11-17T06:24:41.223Z,us7000fw7t,4.5,0,0,,,
2021-11-17T23:46:09.677Z,us7000fw8u,4.2,0,0,,,
2021-11-19T19:12:04.191Z,us7000fwrm,4.1,0,0,,,
2021-11-19T20:07:00.307Z,us7000fwrp,4.3,0,0,,,
2021-11-19T23:57:23.470Z,us7000fvlx,4.6,0,0,,,
2021-11-20T19:07:41.651Z,us7000fvt6,4.7,0,0,,,
2021-11-22T19:09:59.721Z,us7000fw9k,4.3,0,0,,,
2021-11-22T19:37:38.917Z,us7000fx9m,4.3,0,0,,,
2021-11-22T23:49:03.500Z,us7000fx9r,4.4,0,0,,,
2021-11-23T09:48:42.439Z,us7000fwem,4.8,0,0,,,
2021-11-24T05:44:44.466Z,us7000fwmq,4.6,0,0,,,
2021-11-24T08:06:36.210Z,us7000fwne,4.8,0,0,,,
2021-11-24T10:28:25.549Z,us7000fwp8,4.4,0,0,,,
2021-11-24T11:34:20.762Z,us6000g7nb,4.2,0,0,,,
2021-11-24T18:51:29.897Z,us6000g7nq,4.2,0,0,,,
2021-11-26T02:31:33.162Z,us6000g87q,4.3,0,0,,,
2021-11-26T08:37:13.849Z,us7000fx6v,4.3,0,0,,,
2021-11-28T14:54:40.558Z,us7000fxrk,4.5,0,0,,,
2021-11-28T20:33:21.425Z,us7000fxti,4.6,0,0,,,
2021-11-28T22:13:56.734Z,us7000fxu0,4.5,0,0,,,
2021-11-28T22:27:32.948Z,us6000g8gx,4.3,0,0,,,
2021-11-29T11:22:33.524Z,us7000fxyf,4.1,1,1,6.3,2021-11-29T12:40:44.400Z,us7000fxyq
2021-11-29T12:40:44.400Z,us7000fxyq,6.3,0,0,,,
2021-11-29T12:59:42.943Z,us6000g8r1,4.3,0,0,,,
2021-11-29T13:50:54.739Z,us7000fxzi,4.7,0,0,,,
2021-11-29T18:23:18.300Z,us6000g8r8,4.3,0,0,,,
2021-11-29T18:51:36.041Z,us6000g7pg,4.2,0,0,,,
2021-11-29T21:43:05.512Z,us6000g8ri,4.3,0,0,,,
2021-11-29T22:29:49.328Z,us6000g7ri,4.6,0,0,,,
2021-11-29T23:34:44.262Z,us6000g7s1,4.4,0,0,,,
2021-11-30T00:30:46.701Z,us6000g7sa,4.6,0,0,,,
2021-11-30T06:34:22.083Z,us6000g7tx,4.5,1,1,5.5,2021-11-30T06:53:34.578Z,us6000g7tw
2021-11-30T06:53:34.578Z,us6000g7tw,5.5,0,0,,,
2021-11-30T07:10:44.311Z,us6000g7u2,4.6,0,0,,,
2021-11-30T07:29:45.397Z,us6000g8s3,4.3,0,0,,,
2021-11-30T07:43:14.961Z,us6000g8s5,4.4,0,0,,,
2021-11-30T08:56:41.959Z,us6000g8s7,4.3,0,0,,,
2021-11-30T11:10:43.013Z,us6000g7vj,4.7,0,0,,,
2021-11-30T15:41:11.294Z,us6000g7ww,4.7,0,0,,,
2021-11-30T15:55:36.706Z,us6000g7x1,4.6,0,0,,,
2021-11-30T16:02:53.945Z,us6000g7x3,4.9,0,0,,,
2021-11-30T18:27:38.429Z,us6000g7z5,5,0,0,,,
2021-11-30T20:12:13.039Z,us6000g8sy,4.2,0,0,,,
2021-11-30T20:38:47.185Z,us6000g80f,4.6,0,0,,,
2021-11-30T20:49:11.402Z,us6000g807,4.9,0,0,,,
2021-11-30T21:11:59.280Z,us6000g80j,4.1,0,0,,,
2021-11-30T21:39:37.649Z,us6000g8t4,4.4,0,0,,,
2021-11-30T21:58:14.119Z,us6000g8t5,4.6,0,0,,,
2021-11-30T22:22:47.215Z,us6000g8td,4.5,0,0,,,
2021-11-30T22:34:08.163Z,us6000g8tc,4.2,0,0,,,
2021-11-30T23:30:07.792Z,us6000g81t,4.6,0,0,,,
2021-12-01T04:09:14.807Z,us6000g835,4.7,0,0,,,
2021-12-01T04:49:28.304Z,us6000ga0i,4.7,0,0,,,
2021-12-01T04:56:33.657Z,us6000ga0u,4,0,0,,,
2021-12-01T05:08:33.848Z,us6000g83b,4.5,0,0,,,
2021-12-01T06:04:53.753Z,us6000g83u,4.9,0,0,,,
2021-12-01T07:24:48.959Z,us6000ga0n,4.4,0,0,,,
2021-12-01T08:40:48.291Z,us6000g85m,4.9,0,0,,,
2021-12-01T08:49:52.068Z,us6000ga0q,4.4,0,0,,,
2021-12-01T09:49:15.539Z,us6000g85x,4.8,0,0,,,
2021-12-01T10:22:33.301Z,us6000g85y,4.8,0,0,,,
2021-12-01T11:30:11.406Z,us6000g86m,4.5,0,0,,,
2021-12-01T12:07:11.190Z,us6000ga19,4.3,0,0,,,
2021-12-01T14:31:36.459Z,us6000g874,4.1,0,0,,,
2021-12-01T16:58:36.635Z,us6000g88v,5,0,0,,,
2021-12-01T17:30:55.756Z,us6000ga18,4.6,0,0,,,
2021-12-01T17:40:49.253Z,us6000ga1a,4.2,0,0,,,
2021-12-01T17:44:24.217Z,us6000ga1e,4.3,0,0,,,
2021-12-01T22:47:33.765Z,us6000ga1q,4.2,0,0,,,
2021-12-02T05:39:33.374Z,us6000ga75,4.1,0,0,,,
2021-12-02T07:23:23.924Z,us6000ga77,4.2,0,0,,,
2021-12-02T08:24:48.437Z,us6000g8dw,4.8,0,0,,,
2021-12-02T09:40:37.546Z,us6000g8ea,4.5,0,0,,,
2021-12-02T09:44:33.200Z,us6000ga7a,4.6,0,0,,,
2021-12-02T17:17:59.022Z,us6000g8kf,4.5,0,0,,,
2021-12-02T20:49:15.349Z,us6000g8j5,4.6,0,0,,,
2021-12-02T21:37:48.612Z,us6000g8k3,4.4,0,0,,,
2021-12-03T00:28:28.249Z,us6000g8lb,5.2,0,0,,,
2021-12-03T02:59:42.520Z,us6000gahg,4.4,0,0,,,
2021-12-03T10:17:25.264Z,us6000gahm,4.5,0,0,,,
2021-12-03T13:16:53.375Z,us6000g8q7,4.4,0,0,,,
2021-12-03T22:32:30.111Z,us6000gai4,4.4,0,0,,,
2021-12-04T08:02:36.397Z,us6000g8z3,4.8,0,0,,,
2021-12-04T22:03:37.871Z,us6000gakg,4.6,0,0,,,
2021-12-05T08:49:44.702Z,us6000gawj,4.4,0,0,,,
2021-12-05T14:14:07.450Z,us6000g9a7,4.6,0,0,,,
2021-12-05T17:51:46.320Z,us6000gax0,4,0,0,,,
2021-12-05T22:20:33.887Z,us6000gax7,4.3,0,0,,,
2021-12-05T23:55:59.946Z,us6000gaxa,4.3,0,0,,,
2021-12-06T08:09:37.094Z,us6000g9f9,4.5,0,0,,,
2021-12-06T09:57:31.275Z,us6000gb5p,4.4,0,0,,,
2021-12-06T14:31:46.617Z,us6000gb5u,4.6,0,0,,,
2021-12-06T14:33:21.369Z,us6000g9h4,4.9,0,0,,,
2021-12-07T01:10:30.090Z,us6000g9wy,4.6,0,0,,,
2021-12-07T08:13:05.864Z,us6000g9zc,4.5,0,0,,,
2021-12-07T17:29:25.038Z,us6000ga4u,4.9,0,0,,,
2021-12-07T20:50:16.251Z,us6000ga80,4.3,0,0,,,
2021-12-08T07:22:18.697Z,us6000gae5,5.1,0,0,,,
2021-12-09T08:10:39.004Z,us6000gas9,4.5,0,0,,,
2021-12-09T08:57:49.541Z,us6000gasn,4.7,0,0,,,
2021-12-10T10:56:04.052Z,us6000gb4p,4.4,0,0,,,
2021-12-11T11:53:49.711Z,us6000gchj,4.1,0,0,,,
2021-12-11T21:34:14.317Z,us6000gbhs,4.8,0,0,,,
2021-12-11T21:56:33.092Z,us6000gbhz,4.6,0,0,,,
2021-12-11T23:08:04.473Z,us6000gci5,4.4,0,0,,,
2021-12-12T02:01:40.651Z,us6000gcs5,4.4,0,0,,,
2021-12-12T03:21:27.132Z,us6000gbjz,4.7,0,0,,,
2021-12-12T03:30:58.804Z,us6000gbk2,4.9,0,0,,,
2021-12-12T03:56:11.572Z,us6000gbk6,4.7,0,0,,,
2021-12-12T07:19:28.839Z,us6000gcsi,4.4,0,0,,,
2021-12-12T10:22:26.199Z,us6000gbmg,4.7,0,0,,,
2021-12-12T16:27:56.653Z,us6000gbpa,4.6,0,0,,,
